step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65
94000	-304.339543855151931	-311.195031806111331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596111108816796	-1	2	3	3	4	2	4	4	5	7	6	5	5	6	5	6	7	4	6	6	6	6	7	8	7	9	9	9	10	10	10	10	10	10	11	11	11	12	13	11	11	11	11	12	12	12	12	13	13	12	13	12	12	14	14	14	15	15	16	17	17	17	17	18	19	0	1	2	2	2	1	4	4	3	5	18	7	8	8	4	9	9	6	18	13	9	4	19	16	13	25	23	16	16	21	26	22	26	27	28	30	25	30	30	31	31	31	32	43	24	35	29	32	31	35	42	29	41	52	53	47	50	55	56	57	58	59	56	62	59	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	1	3	1	1	2	1	3	2	3	1	1	1	1	1	3	1	2	2	2	1	2	1	1	2	1	2	3	1	2	2	2	1	2	1	2
94500	-286.530353808029304	-293.385841758988704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682238013517476	0	1	3	2	4	4	4	4	5	7	6	5	5	6	5	6	7	5	6	6	6	5	7	8	9	9	9	9	10	11	10	10	10	10	11	11	11	11	12	10	11	11	11	12	11	12	12	13	13	13	10	11	12	14	14	15	15	15	16	15	17	17	17	18	19	0	1	4	1	4	4	4	4	3	5	18	8	8	8	7	3	9	6	18	13	7	8	6	16	13	21	23	24	24	25	26	26	26	27	29	25	25	25	30	26	31	51	32	43	28	35	35	41	44	35	26	16	26	35	53	47	50	55	56	50	58	56	56	62	63	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	2	2	1	2	2	1	1	1	2	2	1	1	2
95000	-289.332227244800663	-296.187715195760063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692559752342939	0	2	3	3	4	4	4	4	5	7	6	5	4	6	5	6	7	5	6	6	6	6	7	8	8	8	8	9	10	11	10	10	9	9	11	10	11	12	13	11	10	11	11	12	12	12	12	13	12	13	13	12	13	14	14	15	15	15	16	18	17	16	17	18	18	0	1	2	2	4	4	4	4	3	5	18	7	4	8	4	3	9	6	6	13	13	8	11	16	21	21	23	24	16	25	26	33	26	23	29	14	25	37	30	41	26	31	32	43	16	35	29	40	32	45	42	29	31	52	53	47	50	55	56	50	58	56	56	62	62	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	2	1	1	3	1	2	1	1	1	1	4	2	1	2	1	2	1	1	1	4	1	2	1	2	1	2	1	1	2	1	3	2	1	1	2	2	1	2	2	2
95500	-296.180966011662065	-303.036453962621465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686646211097305	0	2	3	4	4	4	4	3	5	7	6	5	5	6	5	6	7	5	6	6	6	6	7	7	9	7	8	9	10	9	10	11	10	10	11	11	11	12	13	11	9	11	9	12	10	12	12	12	12	13	12	13	14	14	13	15	15	15	16	18	17	17	14	17	18	0	1	2	8	8	2	2	2	3	5	18	7	4	15	8	3	16	6	18	7	13	8	19	16	22	13	23	24	28	13	41	31	43	27	29	25	25	25	38	31	26	31	26	32	28	35	35	31	43	35	31	29	48	52	48	63	50	55	63	50	55	56	47	56	62	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	3	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	3	2	2	3	1	1	1	1	1	2	2	3	1	2	2	2	1
96000	-315.345962993812805	-322.201450944772205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710484676645683	0	2	3	4	4	4	4	3	5	7	5	5	5	5	5	6	7	6	5	6	6	6	7	8	9	8	8	8	7	8	10	11	10	10	11	11	11	12	12	11	11	11	10	12	10	12	12	13	13	13	13	11	14	14	11	16	15	14	16	18	16	17	14	18	19	0	1	2	8	8	8	8	1	3	5	6	8	7	4	5	9	9	11	6	13	13	4	11	16	13	13	23	29	9	13	25	43	26	27	45	30	25	36	30	26	26	26	26	32	28	35	35	41	40	46	42	45	55	52	26	63	50	55	63	57	58	56	47	62	56	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	2	1	1	2	1	1	3	2	1	3	3	3	2	1	1	2	1	1	2	1	1	2	1	2	3	1	2	2	3	2	3	2	1	1	1	1
96500	-301.286075487015125	-308.141563437974526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681774502295863	0	2	3	4	4	4	4	3	5	7	5	5	5	5	5	6	6	6	6	6	6	6	7	8	9	9	9	9	10	8	10	11	10	10	9	11	11	12	11	11	11	11	10	12	11	10	12	13	13	13	13	13	14	14	12	16	15	15	16	18	16	17	14	18	18	0	1	2	8	8	8	8	2	3	5	6	8	8	4	4	9	3	11	11	13	13	14	19	9	21	21	23	24	28	13	26	43	26	27	9	25	25	30	25	26	31	31	26	32	28	35	46	38	44	24	25	47	55	52	41	63	50	55	63	57	55	56	47	62	56	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	3	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	3	1	2	1	1	2	2	3	1	3	4	1	2	1	2
97000	-289.176605634261534	-296.032093585220935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678948948846174	0	2	3	2	4	4	4	3	5	7	6	5	5	4	5	6	7	5	6	5	6	6	7	8	9	10	8	9	10	11	9	11	10	9	11	11	11	12	10	11	11	11	10	12	12	12	12	13	11	13	11	13	14	14	11	16	15	15	15	18	17	17	14	18	18	0	1	2	1	8	4	4	4	3	5	18	7	14	8	4	9	9	6	18	4	13	2	19	16	13	25	23	24	28	39	21	43	31	27	29	39	39	39	25	26	26	43	31	49	28	35	35	41	31	47	31	46	55	52	31	59	50	55	63	35	55	63	47	62	56	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	2	3	1	7	2	2	2	1	2
97500	-311.139291621578479	-317.994779572537880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669220691318477	0	1	2	3	4	3	4	4	5	6	6	5	5	6	5	4	6	5	6	6	6	6	7	8	9	10	9	9	10	11	9	10	10	10	11	11	10	12	13	11	11	11	11	12	11	10	12	12	12	13	13	13	14	14	13	15	14	15	16	18	17	16	14	17	19	0	1	1	2	4	2	4	4	16	5	18	7	7	8	4	1	16	6	18	13	13	13	19	16	14	25	23	24	24	25	21	31	31	27	46	25	22	30	25	26	26	31	32	32	28	24	29	41	32	46	42	35	55	52	48	63	29	55	56	35	58	56	47	56	62	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	2	3	1	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	6	1	1	2	1	2
98000	-292.493867724410961	-299.349355675370361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741004822401088	0	2	3	4	4	3	4	3	5	7	6	5	5	6	5	6	6	5	6	6	4	5	7	8	9	10	9	9	10	11	8	9	10	10	11	11	11	12	13	11	11	11	11	12	10	12	12	12	12	13	13	13	14	14	13	16	15	15	15	16	17	17	14	18	19	0	1	2	8	8	2	8	2	3	5	18	7	21	9	2	22	9	6	18	13	3	8	19	16	10	31	23	24	24	25	21	31	31	23	29	25	25	30	30	25	26	26	32	26	28	35	45	33	43	35	42	35	55	52	48	59	50	55	63	57	55	56	47	63	64	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	3	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	4	1	1	3	1
98500	-290.128360305136994	-296.983848256096394	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745038267170501	0	2	3	4	4	3	4	3	5	7	6	5	5	6	5	6	7	4	6	6	6	4	7	8	9	10	9	9	10	10	8	11	10	10	11	11	11	12	13	10	10	11	11	11	11	11	12	13	13	13	13	12	14	14	14	16	15	15	15	16	17	15	14	18	17	0	1	2	8	8	2	2	2	3	5	18	7	7	4	22	7	9	6	18	13	7	8	18	16	20	31	23	16	24	25	21	41	31	27	29	25	25	30	30	31	31	41	26	33	28	29	35	40	32	35	42	45	48	52	41	63	50	55	63	57	58	63	50	56	56	1	2	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	3	2	2	1	1	1	2	1	1	1	1
99000	-316.043066044555076	-322.898553995514476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663698590850964	0	1	3	4	4	2	4	3	5	5	6	5	5	6	5	6	5	5	6	6	6	6	6	8	9	10	9	9	10	11	8	11	10	10	11	11	10	11	13	11	11	11	9	12	12	12	12	13	13	12	13	14	14	14	14	16	15	15	16	18	17	17	14	17	19	0	1	1	8	8	2	8	2	3	5	18	7	8	8	8	9	3	6	18	9	13	8	18	16	13	31	23	16	24	13	21	43	31	27	28	25	13	37	25	26	43	26	31	43	28	35	24	26	32	35	42	46	48	50	48	63	50	55	63	57	58	63	47	63	59	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	3	2	2	1	1	2	2	4	1	1	1	1	1	1	3	2	1	3	2	1	1	2	2	1	2	1	2	2	1	1	2	2	2	2	2	1
99500	-293.974960802451733	-300.830448753411133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643448825046192	0	2	3	4	4	4	4	3	4	7	5	5	5	5	5	6	7	6	6	6	6	3	7	8	9	10	9	9	10	11	9	10	10	10	11	10	11	12	11	11	11	11	11	12	12	12	12	13	13	13	13	13	13	14	12	16	15	14	16	17	17	17	15	18	19	0	1	2	8	8	8	22	2	3	5	6	7	4	22	22	9	16	11	11	13	13	2	19	16	13	31	23	16	24	25	21	31	31	23	29	25	25	30	13	31	31	26	32	31	24	35	35	41	40	28	42	46	44	52	39	35	46	53	63	57	58	59	47	62	56	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	3	1	1	1	1	4	2	2	1	1	2	2	1	1	2	2	3	2	1	1	1	1	4	3	1	1	2	3	1	2	1	2
100000	-323.710387332358664	-330.565875283318064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623505123808570	0	2	3	3	4	4	4	4	5	7	5	5	5	6	5	6	6	6	6	6	6	3	7	8	9	10	9	9	10	11	8	11	10	10	11	10	11	12	13	11	9	11	11	12	12	12	12	12	13	13	13	14	14	14	12	16	15	15	16	18	17	16	15	18	18	0	1	2	1	22	4	22	22	3	5	6	7	4	22	4	3	3	11	11	8	13	2	19	9	14	41	23	9	24	25	21	33	31	23	28	9	25	30	30	33	31	33	41	31	28	29	35	41	43	46	42	46	44	46	41	47	46	55	63	57	55	63	47	56	62	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	3	1	2	2	1	2	2	1	3	2	1	2	1	1	1	2	4	3	2	1	3	1	1	2	2	1	2	3	4	2	2	1	3	4	1	2	2	1
